"Event"	"Site"	"Date"	"Round"	"White"	"Black"	"Result"	"WhiteElo"	"BlackElo"	"WhiteTitle"	"BlackTitle"	"WhiteFideId"	"BlackFideId"	"Movetext"
"282075"	"CZE-chTJ 0102"	"Czech Republic"	"2002.??.??"	"2"	"Herejk, Petr"	"Ptak, Pavel"	"1-0"	2173	2147	NA	NA	NA	NA	"e2e4 g7g6 d2d4 f8g7 b1c3 c7c6 g1f3 d7d5 f1d3 c8g4 c1e3 d5e4 c3e4 g8h6 e4g3 h6f5 g3f5 g4f5 d3f5 d8a5 d1d2 a5d2 e1d2 g6f5 h1e1 e8g8 a1d1 b8d7 c2c4 d7f6 f3e5 a8c8 d2c2 f8d8 f2f3 b7b5 b2b3 f6e8 e3f2 e8d6 f2h4 g7f6 h4f6 e7f6 c4c5 f6e5 c5d6 d8d6 d4e5 d6g6 e1e2 c6c5 d1d6 g6d6 e5d6 c8d8 e2d2 g8g7 d2d5 f5f4 c2d3 g7f6 d3e4 c5c4 b3c4 b5c4 e4f4 f6e6 f4e4 c4c3 d5d3 f7f5 e4e3 d8d7 d3c3 d7d6 c3a3 d6d7 a3a6 e6e5 f3f4 e5d5 a6f6 d7e7 e3f3 d5d4 f6d6 d4c5 d6d2 a7a5 g2g4 f5g4 f3g4 e7e1 g4g5 a5a4 f4f5 e1g1 g5f6 h7h5 f6e7 g1e1 e7f7 e1f1 f5f6 h5h4 f7e7 f1e1 e7f8 e1f1 f6f7 c5c6 d2g2 h4h3 g2g3 f1f2 f8g7"
"1396411"	"POL-chT U19 36th 1st League"	"Koszalin"	"2005.07.07"	"3"	"Demidowicz, Maria"	"Ogonowska, Katarzyna"	"0-1"	1940	1853	NA	NA	NA	NA	"e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 d4c6 b7c6 e4e5 d8a5 b1c3 a5e5 c1e3 g7g6 f1e2 f8g7 d1d2 e8g8 e1g1 f6e4 c3e4 e5e4 e2f3 e4a4 c2c3 d7d5 f1e1 e7e5 b2b3 a4a5 b3b4 a5a3 e3c5 f8e8 a1b1 a7a5 c3c4 c8e6 b1b3 a3a4 c4d5 c6d5 f3d5 a8d8 b3d3 e6d5 d3d5 d8d5 d2d5 a5b4 e1e3 e8c8 e3d3 e5e4 d3d2 a4b5 d5d8 c8d8 d2d8 g7f8 c5f8 f7f5 f8b4 g8f7 a2a3 b5c6 g1f1 c6c1 f1e2 c1c4 e2d2 c4f1 d8f8 f7g7 d2e3 f1g2 b4d6 g2f3 e3d4 f3f2 d4d5 f2d2 d5e6 d2d6 e6d6 g7f8"
"884508"	"Faaker See op 19th"	"Faaker See"	"2003.08.12"	"5"	"Hutz, Gerhard"	"Mauro, Alan"	"0-1"	2123	2222	NA	NA	NA	NA	"d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 f1d3 e8g8 g1e2 e7e5 d4d5 c7c6 c1g5 h7h6 g5d2 b8a6 e2g3 a6c5 d3c2 a7a5 e1g1 c8d7 d1e2 c6d5 c4d5 b7b5 a2a4 b5b4 c3b5 d8b6 d2e3 f8c8 c2d3 f6g4 f1c1 g4e3 e2e3 a8b8 d3e2 g8h7 g3f1 h6h5 f1d2 d7b5 e2b5 g7h6 e3f3 h6d2"
"1683192"	"Bratto op 26th"	"Bratto"	"2006.08.25"	"7"	"Scotti, Umberto"	"Castaldo, Folco"	"0-1"	2207	2336	NA	NA	NA	NA	"d2d4 e7e6 g1f3 f7f5 c2c4 g8f6 g2g3 f8e7 f1g2 e8g8 e1g1 f6e4 b2b3 e7f6 c1b2 b8c6 b1d2 d7d6 d1c2 e4d2 c2d2 e6e5 d4e5 d6e5 a1d1 d8d2 f3d2 a7a5 d2b1 a5a4 g2d5 g8h8 b3a4 c6d4 e2e3 d4e6 b2a3 f8d8 b1c3 e5e4 c3b5 a8a4 d5e6 c8e6 d1d8 f6d8 f1d1 a4a8 b5d4 e6c4 d4f5 c4d3 a3b2 d8f6 b2f6 g7f6 f2f3 h8g8 d1c1 e4f3 f5e7 g8f8 e7d5 a8a2"
"1677429"	"Figueres op 07th"	"Figueres"	"2006.08.13"	"7"	"Pradere, Anthony"	"Negre Moret, Albert"	"1/2-1/2"	1877	2125	NA	NA	NA	NA	"e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f3 f8g7 c1e3 c7c6 d1d2 b8d7 e3h6 g7h6 d2h6 b7b5 g1h3 b5b4 c3b1 d8b6 h6d2 a7a5 a2a3 a8b8 a3b4 a5b4 h3f2 d7f8 f1e2 f8e6 c2c3 b4c3 b2c3 b6b2 d2b2 b8b2 f2d3 b2b8 b1d2 e8g8 e1f2 c6c5 f2e3 c5d4 c3d4 f8e8 h1b1 b8b1 a1b1 c8a6"
"1433807"	"Polanica Zdroj op-C 41st "	"Polanica Zdroj"	"2005.08.26"	"8"	"Dusza, Milosz"	"Lasota, Wiktor"	"1-0"	NA	1753	NA	NA	NA	NA	"e2e4 b8c6 g1f3 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 e7e6 c1d2 a5b6 c3a4 c6d4 a4b6"
"2022461"	"Steinfurt Bezirksliga 0708"	"Germany"	"2008.03.15"	"7.7"	"Sieker, Hans"	"Gildehaus, Simon"	"1-0"	1609	1642	NA	NA	NA	NA	"d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 g1f3 c8f5 e2e3 b8d7 c4d5 c6d5 d1b3 d7b6 f1b5 f5d7 f3e5 e7e6 c1d2 f8d6 e5d7 f6d7 c3a4 b6a4 b3a4 a7a6 b5d7 d8d7 a4d7 e8d7 a1c1 b7b5 e1g1 h8c8 g2g3 c8c4 c1c4 d5c4 b2b3 c4b3 a2b3 a6a5 f1a1 a5a4 b3a4 b5a4 g1f1 d7c6 f1e2 e6e5 e2d3 e5d4 d3d4 a4a3 d4c4 a8a4 c4b3 c6b5 b3a2 a4c4 a1c1 c4c1 d2c1 b5c4 f2f3 c4d3 e3e4 d3e2 f3f4 e2f3 e4e5 d6e7 c1a3 e7a3 a2a3 f3g4 a3b4 g7g6 b4c5 h7h5 c5d6 g6g5 h2h3 g4f5 f4g5 f5g5 e5e6 f7e6 d6e6 h5h4 g3g4 g5f4 e6f6 f4g3 g4g5 g3h3 g5g6 h3h2 g6g7 h4h3 g7g8Q h2h1 g8d5 h1g1 d5g5 g1h1 g5c1 h1g2 c1d2 g2g1 d2e1"
"727077"	"Budapest FS12 IM-B"	"Budapest"	"2002.12.14"	"8"	"Eperjesi, Laszlo"	"Brustkern, Juergen"	"1/2-1/2"	2304	2288	NA	NA	NA	NA	"d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 g1f3 e7e6 e2e3 b8d7 d1c2 f8d6 f1e2 e8g8 e1g1 f8e8 f1d1 d8e7 c1d2"
"67896"	"Lima op U16"	"Lima"	"2000.??.??"	"4"	"Castillo, Yliana"	"Aguirre, Roberto Carlos"	"1-0"	NA	NA	NA	NA	NA	NA	"e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 c8g4 f1e2 g4e2 g1e2 f8g7 e2g3 e8g8 e1g1 e7e5 f4f5 f6d7 d4d5 g8h8 c1e3 d7f6 h2h3 b8d7 d1d2 d8c8 e3h6 c8b8 d2g5 f8g8 f1f3 b8f8 h6g7 f8g7 f5g6 f7g6 a1f1 a8f8"
"823711"	"Bad Sooden-Allendorf Seniors op 15th"	"Bad Sooden-Allendorf"	"2003.05.06"	"8"	"Schneider, Hans"	"Wolf, Alfred"	"1-0"	1678	1790	NA	NA	NA	NA	"g1f3 f7f5 d2d3 g8f6 g2g3 g7g6 b1d2 d7d6 f1g2 c7c6 e1g1 f8g7 c2c3 e7e5 e2e4 f5e4 d3e4 c8e6 f3g5 d8e7 g5e6 e7e6 d1b3 e6b3 a2b3 b8a6 b3b4 e8g8 d2b3 c6c5 b4c5 a6c5 b3c5 d6c5 c1e3 b7b6 h2h3 f8d8 a1a6 d8d7 f1a1 d7b7 g3g4 g8f7 g4g5 f6d7 g2f1 b6b5 a6a5 g7f8 f1b5 d7b6 b5c6"
"55269"	"Catalunya-ch"	"Barcelona"	"2000.??.??"	"3"	"Andreu Tello, Jordi"	"LLobet Reus, Pere"	"0-1"	NA	NA	NA	NA	NA	NA	"e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 h2h3 c7c5 d4d5 e7e6 f1e2 e6d5 e4d5 b8a6 e1g1 a8b8 c1e3 f8e8 e3f2 a6c7 a2a4 b7b6 f3e1 a7a6 f2h4 b6b5 a4b5 a6b5 e2f3 c8b7 d1d3 c5c4 d3d2 b5b4 c3d1 d8d7 a1a5 c7a6 g2g4 a6c5 d2g2 d7c7 a5b5 b7a6 b5b8 c7b8 d1f2 c4c3 g4g5 a6f1 g2f1 c3b2 e1d3 f6e4 f2g4 e4d2"
