"Event"	"Site"	"Date"	"Round"	"White"	"Black"	"Result"	"WhiteElo"	"BlackElo"	"WhiteTitle"	"BlackTitle"	"WhiteFideId"	"BlackFideId"	"Movetext"
"419342"	"ESP-chT2"	"Vila Real"	"2001.08.16"	"4"	"Iruzubieta Villaluenga, Jesus Maria"	"Rogers, Ian"	"0-1"	2414	2538	NA	NA	NA	NA	"d2d4 c7c6 c2c4 d7d5 g1f3 g8f6 b1c3 d5c4 a2a4 c8g4 f3e5 g4h5 f2f3 f6d7 e5c4 e7e5 c3e4 f8b4 c1d2 d8e7 d2b4 e7b4 d1d2 b4d2 e1d2 e5d4 c4d6 e8d8 d6b7 d8c7 b7a5 h5g6 e2e3 d4e3 d2e3 h8e8 e3f4 g6e4 f3e4 d7c5 f1c4 b8d7 h1e1 a8b8 b2b3 d7e5 e1e3 b8b4 a1c1 c7b6 c4f1 e5g6 f4f3 g6e5 f3f4 f7f6 a5c4 b6c7 c4d2 c5e6 f4g3 e6d4 f1c4 e5c4 c1c4 d4f5"
"1218725"	"Budapest FS10 FM-A"	"Budapest"	"2004.10.02"	"1"	"Winfridsson, Ola"	"Gishi, Takeshi"	"0-1"	2057	NA	NA	NA	NA	NA	"d2d4 g7g6 e2e4 f8g7 b1c3 c7c6 f1c4 d7d6 d1f3 e7e6 g1e2 b8d7 e1g1 g8f6 c4b3 e8g8 c1g5 d8c7 h2h3 b7b5 a2a3 c8b7 g5f4 a7a6 a1d1 a8d8 f3e3 c6c5 f2f3 c5d4"
"1897404"	"Stuttgart-chA int"	"Gerlingen"	"2007.05.18"	"3"	"Haag, Patrick"	"Muth, Roland"	"0-1"	1953	2127	NA	NA	NA	NA	"e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 f3d4 b8c6 b1c3 f8g7 c1e3 g8f6 f1c4 e8g8 f2f3 d8b6 c3e2 b6b4"
"1481425"	"CZE-chT2c 0506"	"Czech Republic"	"2006.02.26"	"8.7"	"Filipi, Stepan"	"Dlabek, Emil"	"0-1"	2067	2187	NA	NA	NA	NA	"e2e4 d7d6 d2d4 g8f6 b1c3 c7c6 f2f3 b8d7 c1e3 e7e5 d4d5 f8e7 d1d2 e8g8 g1e2 c6d5 c3d5 f6d5 e4d5 f7f5 e2c3 d7f6 e1c1 c8d7 f1d3 a7a6 g2g4 e5e4 f3e4 f6g4 d1g1 f5f4 e3d4 e7f6 e4e5 f6e5 h2h3 g4e3 c3e2 d8f6 c2c3 e3f5 e2f4 e5f4 d2f4 f5d4 f4d4 f6d4 c3d4 f8f4 g1g3 a8c8 c1b1 f4d4 h1g1 g7g6 d3c2 d4f4 a2a3 d7f5 c2f5 f4f5 g3e3 g8f7 g1e1 c8c7 e1d1 b7b5 e3e6 f5d5 e6d6 d5d1 d6d1 f7e6 a3a4 c7c4 a4b5 a6b5 d1d3 h7h5 d3b3 b5b4 b3f3 g6g5 b1a2 c4f4 f3e3 e6f6 a2b3 g5g4 h3g4 h5g4 b3c2 f4f2 c2c1 f6f5 e3b3 f2f4 c1d2 f4e4 b3d3 f5f4 d3d8 f4f3 d2d3 g4g3 d8g8 e4g4 g8f8 g4f4 f8e8 g3g2 e8e1 f3f2 e1c1 g2g1Q b2b3 f4f3"
"892329"	"FRA-ch Accession"	"Aix les Bains"	"2003.08.28"	"2"	"Monroy, Charles"	"Vernay, Clovis"	"1-0"	2341	2097	NA	NA	NA	NA	"e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7 c2c3 c7c5 f1d3 b8c6 g1f3 a7a5 e1g1 d8b6 f1e1 h7h6 c3c4 c6b4 d3b1 d5c4 a2a3 b4d5 d2c4 b6a6 c4e3 d7b6 b1d3 c5c4 e3c4 b6c4 b2b3 b7b5 d1e2 c4a3 c1a3 c8d7 a3f8 h8f8 g2g3 a6b6 e1c1 e8e7 c1c5 f8c8 a1c1 b5b4 f3d2 d5c3 e2g4 c8c5 d4c5 b6c5 d2c4 e7f8 g4f4 d7c6 c4d6 a8a7 d3c4 c6d5 f4h4 a7d7 c1a1 a5a4 c4d5 e6d5 h4g4 d7e7 d6f5 a4a3 g4g7 f8e8 g7h8 e8d7 f5e7 c5e7 a1e1 c3e4 h8h6 e7e5 h6f8 e5f6 e1f1 a3a2 f8a8 e4c3 f1e1 f6g6 a8b7 d7d8 b7b8 d8d7 b8b4 c3e2 g1f1 g6b1 b4a4"
"607210"	"Berlin Kreuzberg op 3th"	"Berlin"	"2002.07.11"	"6"	"Postler, Reinhard"	"Neumeier, Lars"	"1/2-1/2"	2308	2145	NA	NA	NA	NA	"e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 a7a6 f1d3 b8c6 d4c6 d7c6 e1g1 e6e5 b1d2 f8d6 d2c4 d6c7 f2f4 e5f4 c1f4 c7f4 f1f4 b7b5 d1h5 c8e6 c4e3 d8d4 a1e1 g8e7 f4f2 e8c8 a2a4 d4b4 c2c3 b4a4 h5c5 d8d3 c5e7 d3d7 e7c5 c8b7 b2b4 h8d8 h2h3 d7d2 f2d2 d8d2 e3f5 e6f5 e4f5 d2d7 c5f8 a4c2 f8g7 c2f5 g7d4 f5g6 d4f4 g6d6 f4d6 d7d6 e1e7 b7b6 e7f7"
"471708"	"Aragon-ch Absoluto"	"Zaragoza"	"2001.10.20"	"1"	"Colas Longares, Rafael P"	"Cebrian Valverde, Jose Antonio"	"1-0"	2318	2122	NA	NA	NA	NA	"e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 b8c6 d1g4 d8a5 c1d2 g7g6 g4f4 a5b6 g1f3 h7h6 d4c5 b6b2 a1c1 b2a3 f1d3 a3c5 e1g1 a7a6 f1e1 b7b5 f3d4 c6e7 d2e3 g6g5 f4f3 c5c3 d3b5 e8f8 b5d3 h6h5 h2h3 c8d7 c1d1 e7c6 d4c6 d7c6 e3g5 c6b5 d1b1 a8c8 e1e2 d5d4 g5d2 c3c6 f3f4 g8e7 d2b4 h8g8 d3e4 c6c4 e2d2 f8e8 f4f6 c8c7 b1d1 e7d5 e4d5 c4d5 f2f3 d4d3 d2d3 b5d3 d1d3 d5a8 g1h1 a8c8 d3d6 c7d7 d6e6 f7e6 f6e6 e8d8 b4a5 d7c7 e6g8 d8d7 g8d5 d7e8 a5c7 c8c7 d5e6 e8d8 e6a6 c7e5 a6a8 d8c7 a8e4 e5a5 f3f4 a5a1 h1h2 a1d1 c2c4 c7b6 e4e5 d1c1 e5d6 b6b7 c4c5 h5h4 f4f5"
"1710316"	"BCF-chT3 0607 (4NCL)"	"Sunningdale"	"2007.05.07"	"11.61"	"Richardt, Mike"	"Bellin, Robert"	"1/2-1/2"	2090	2385	NA	NA	NA	NA	"d2d4 e7e6 e2e4 d7d5 e4e5 c7c5 c2c3 b8c6 c1e3 d8b6 d1d2 c5d4 c3d4 c8d7 g1f3 a8c8 f1e2 f8b4 b1c3 c6a5 e1g1 a5c4 e2c4 c8c4 f1c1 g8e7 a2a3 b4c3 c1c3 c4c3 d2c3 e8g8 a1c1 f8c8 c3d2 c8c1 d2c1 d7b5 f3d2 b6c6 c1c6 e7c6 f2f4 f7f6 g1f2 g8f7 d2f3 b5d3 e3d2 d3e4 d2c3 h7h6 f3d2 e4c2 d2f1 g7g5 g2g3 f6f5 f1e3 c2e4 e3d1 f7g6 f2e3 e4c2 d1f2 g6h5 c3b4 h5g6 b4c3 a7a5 e3d2 c2e4 d2e3 a5a4 c3b4 g6f7 f2d1 e4c2 d1c3 f7g6 c3e2 g6h5"
"1955038"	"Dresden ZMD op"	"Dresden"	"2007.07.22"	"2"	"Moeller, Hendrik"	"Becker, Jonas"	"1-0"	2175	1952	NA	NA	NA	NA	"e2e4 e7e6 d2d4 d7d5 b1c3 g8f6 e4e5 f6d7 f2f4 c7c5 c3e2 b8c6 c2c3 b7b6 g1f3 f8e7 a2a3 a7a5 b2b3 c8a6 g2g3 d8c7 c1e3 b6b5 f1h3 g7g6 a1a2 c6d8 e1g1 c5c4 f1e1 a6c8 h3g2 f7f5 h2h3 d8f7 b3c4 b5c4 g3g4 h7h6 e2g3 h8g8 g1h2 d7f8 e1g1 c8d7 d1c2 e8c8 a3a4 d8e8 g1b1 d7c6 g4f5 g6f5 g3f5 c7d7 f5e7 e8e7 f3h4 f7d8 g2f3 h6h5 f4f5 e7f7 f5f6 d7c7 b1g1 g8g1 h2g1 f7f6 e5f6 c7g3 c2g2 g3e1 g1h2 e1e3 g2d2 e3d3 d2d3 c4d3 f3h5 c8d7 h4f3"
"1117127"	"Dake Memorial"	"McMinnville"	"2004.06.11"	"7"	"Andrianov, Nikolai Ivanovich"	"Van Meter, Lester"	"1/2-1/2"	2446	2240	NA	NA	NA	NA	"c2c4 g8f6 b1c3 e7e6 e2e4 b8c6 g1f3 d7d5 e4e5 f6e4 d2d4 f8b4 d1c2 f7f5 a2a3 b4c3 b2c3 e8g8 f1e2 b7b6 c4d5 e6d5 e1g1 c6a5 f3e1 e4g5 c1g5 d8g5 f2f4 g5e7 e1f3 c7c6"
