"Event"	"Site"	"Date"	"Round"	"White"	"Black"	"Result"	"WhiteElo"	"BlackElo"	"WhiteTitle"	"BlackTitle"	"WhiteFideId"	"BlackFideId"	"Movetext"
"362272"	"BRA-ch U16"	"Volta Redonda"	"2001.05.04"	"2.1"	"De Oliveira, Bernardo Lino"	"El Debs, Felipe de Cresce"	"0-1"	1853	2198	NA	NA	NA	NA	"e2e4 e7e5 g1f3 b8c6 f1b5 c6d4 f3d4 e5d4 d2d3 f8c5 e1g1 c7c6 b5c4 d7d5 e4d5 c6d5 c4b5 c8d7 b5d7 d8d7 f1e1 g8e7 c1f4 e8g8 b1d2 e7g6 f4g3 f7f5 d2b3 c5b4 f2f3 b4e1 d1e1 f8e8 e1d2 g6e5 b3d4 e5c6 d4c6 d7c6 d3d4 c6b5 g3e5 b5b2 a1e1 b2b6 h2h4 a8c8 h4h5 b6h6 d2b4 c8c2 b4b7 h6g5 b7d5 g8h8 f3f4 g5d8 d5f7 e8e5 d4e5 d8a8"
"1778198"	"St Petersburg-ch U18"	"St Petersburg"	"2006.12.24"	"7"	"Ivanov, Pavel"	"Molchanov, Mikhail"	"0-1"	2055	1987	NA	NA	NA	NA	"e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 h2h3 c6a5 c2c3 a5b3 d1b3 e8g8 d2d4 e5d4 c3d4 c8b7 b1c3 c7c5 e4e5 d6e5 d4e5 f6d7 c3d5 c5c4 b3d1 b7d5 d1d5 d7c5 d5d8 f8d8 c1g5 e7g5 f3g5 d8d2 e1b1"
"1677220"	"Ostroda op"	"Ostroda"	"2006.08.11"	"7.13"	"Wesolowska, Edyta"	"Obiedzinski, Pawel"	"0-1"	1898	2037	NA	NA	NA	NA	"d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 g1f3 e8g8 e2e3 h7h6 g5h4 a7a6 a1c1 d5c4 f1c4 b7b5 c4d3 c8b7 e1g1 b8d7 a2a3 c7c5 d4c5 d7c5 d3e2 d8b6 b2b4 c5e4 c3e4 b7e4 d1d4 b6b7 f1d1 f8d8 d4e5 f6d7 e5c7 b7c7 c1c7 e7h4 f3h4 d7e5 d1d8 a8d8 f2f4 d8d2 e2b5 e5g4 c7d7 d2a2 b5a4 a2a3 a4d1 a3a1 g1f1 a1d1 d7d1 g4e3 f1e2 e3d1 e2d1 g7g5 f4g5 h6g5 h4f3 e4f3 g2f3 e6e5 d1c2 f7f5 c2c3 g8f7 c3c4 f7e6 c4c5 e5e4"
"428529"	"Buenos Aires Najdorf op U18"	"Buenos Aires"	"2001.09.02"	"7"	"Romano, Julieta Mabel"	"Ierino, Nicolas"	"0-1"	NA	NA	NA	NA	NA	NA	"e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 f2f3 f8g7 c1e3 e8g8 d1d2 b8c6 f1c4 c8d7 e1g1 a8c8 c4b3 c6e5 c3e2 a7a5 a2a4 e5c4 b3c4 c8c4 b2b3 c4c8 e2c3 d8c7 d4e2 f6e4 f3e4 g7c3 d2c3 c7c3 e2c3 c8c3 e3b6 c3c2 b6a5 f8a8 a5b4 f7f6 f1f2 a8c8 a1a2 c2f2 g1f2 c8c1 b4d2 c1c5 d2b4 c5e5"
"905278"	"SCG-chT"	"Budva"	"2003.??.??"	"6.11"	"Rajkovic, Dusan"	"Marjanovic, Slavoljub"	"1/2-1/2"	2456	2511	NA	NA	NA	NA	"d2d4 d7d5 g1f3 g8f6 c2c4 d5c4 b1c3 a7a6 e2e4 b7b5 e4e5 f6d5 a2a4 d5c3 b2c3 d8d5 g2g3 c8b7 f1g2 d5d7 e5e6 d7e6 c1e3 e6c8 d1b1 b8d7 e1g1 c7c6 f3g5 g7g6 f2f4 h7h6 g5e6 d7f6 e6c5 f8g7 f4f5 g6g5 c5b7 c8b7 a4b5 a6b5 a1a8 b7a8 b1b5 c6b5 g2a8 e8g8 a8c6 b5b4 c3b4 f6g4 e3f2 g4f2 g1f2 g7d4 f2f3 f8d8 b4b5 d4b6 f3e2 c4c3 f1d1 d8d1 e2d1 g5g4 c6g2 g8g7 h2h3 h6h5 h3g4 h5g4 d1c2 g7f6 g2d5 b6d4 b5b6 d4e5 b6b7 f6f5 d5f7 f5e4 b7b8Q e5b8 c2c3 e4f3 c3d3 f3g3 d3e2 e7e5 f7d5 b8a7 e2f1 g3f4 f1g2 e5e4 d5e6 a7c5 e6d7 c5d6 d7e6 g4g3 e6f7 f4e3 f7h5 e3d2 g2f1"
"327118"	"Nord West Cup 3rd"	"Oldenburg"	"2001.02.03"	"5"	"Tchetchelnitski, Boris"	"Hermann, Manfred"	"0-1"	2254	2351	NA	NA	NA	NA	"g1f3 d7d5 d2d4 c7c6 c2c3 c8f5 c1f4 e7e6 e2e3 g8f6 b1d2 h7h6 f1e2 f8e7 f3e5 b8d7 e5d7 f6d7 d2f3 e8g8 e2d3 f5d3 d1d3 c6c5 d3e2 a7a6 e1g1 f8e8 f4g3 a8c8 f1d1 d8b6 a1b1 b6a5 a2a3 c5d4 f3d4 b7b5 e3e4 d7f6 e4d5 f6d5 e2f3 a5b6 b1c1 e8d8 h2h3 e7f6 f3g4 c8c4 g4e4 f6d4 d1d4 d5c3 d4c4 c3e4 c4e4 d8d2 b2b4 b6d8 g1h2 d2d1 c1c7 d1d4 e4e3 d4d3 c7b7 d3e3 f2e3 d8d3 b7a7 d3a3 g3d6 a3e3 a7a6 e6e5 a6a8 g8h7 a8b8 e3f4 h2h1 f4d4 d6c5 d4d7"
"1502698"	"BL2-West 0506"	"Germany"	"2006.04.02"	"9.1"	"Barsov, Alexei"	"Popovic, Petar"	"0-1"	2517	2509	NA	NA	NA	NA	""
"1279974"	"Groningen op-A"	"Groningen"	"2004.12.22"	"2"	"Vermeulen, Frans"	"Dijk, Rogier"	"0-1"	NA	2154	NA	NA	NA	NA	"d2d4 d7d5 c2c4 b8c6 b1c3 d5c4 g1f3 c8g4 d1a4 g4f3 e2f3 d8d4 c1e3 d4e5 e1c1 e7e6 f1c4 f8d6 c3b5 g8e7 f3f4 e5h5 d1d6 c7d6 b5d6 e8f8 d6b7 h5g6 e3c5 g6g2 h1d1 a8b8 c4d5 e6d5 a4c6 g2e4 c6c7 b8e8 b7d6 e4f4 d1d2 e8c8 c7c8 e7c8 d6c8 f8e8 c8d6 e8d7 c1c2 d7c6 b2b4 h8d8 b4b5 c6c5 d6b7 c5b5 b7d8 f4c7"
"1358480"	"Albert Boxer Classic op"	"Winnipeg"	"2005.05.15"	"5"	"Rutter, Blair A"	"Boron, Anthony"	"1/2-1/2"	1742	1980	NA	NA	NA	NA	"c2c4 e7e5 g2g3 g8f6 f1g2 c7c6 b1c3 f8c5 e2e3 b8a6 g1e2 e8g8 e1g1 d7d5 c4d5 c6d5 d2d4 e5d4 e3d4 c5b6 c1g5 c8e6 g5f6 g7f6 e2f4 a6c7 d1d3 b6a5 f1e1 a5b4 e1e2 d8d7 h2h3 e6f5 d3d2 b4c3 b2c3 f5g6 a1e1 a8d8 h3h4 g8h8 e2e7 d7d6 f4g6 h7g6 h4h5 g6g5 g2h3 d8e8 e7e8 f8e8 e1e8 c7e8 d2e2 e8c7 h3f5 c7e6 f5c2 d6d7 e2f3 d7d8 f3f5 e6f8 c2b3 f8e6 b3d5 e6g7 f5e4 f6f5 e4g2 d8e7 d5b7 e7e1 g1h2 e1c3 h5h6 g7e6 d4d5 e6d8 d5d6 c3f6 g2d5 f6h6 h2g2 d8b7 d5b7 h6d6"
"1819501"	"Nova Gorica op-B 12th"	"Nova Gorica"	"2007.01.27"	"3"	"Asanin, Svarun"	"Muzzolini, Claudio"	"0-1"	1500	1941	NA	NA	NA	NA	"e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 f1c4 h7h6 e1g1 d7d6 d2d4 c8g4 d4e5 c6e5 f3e5 g4d1 e5f7 d8e7 f7h8 d1h5 f2f3 e8c8 c1f4 g7g5 f4g3 f8g7 c3b5 c8b8 h8f7 h5f7 c4f7 e7f7 f1d1 f6h5 d1d5 h5g3 h2g3 g7e5 g1f2 c7c6 b5d6 e5d6 d5f5 f7c4 c2c3 c4d3 a1e1 d3d2 e1e2 d6g3 f2f1 d2d1 e2e1 d1e1"
