"Event"	"Site"	"Date"	"Round"	"White"	"Black"	"Result"	"WhiteElo"	"BlackElo"	"WhiteTitle"	"BlackTitle"	"WhiteFideId"	"BlackFideId"	"Movetext"
"153700"	"Duisburg op"	"Duisburg"	"2000.??.??"	"4"	"Schlecht, Daniel"	"Heimsoth, Sven Holger"	"1-0"	2340	2195	NA	NA	NA	NA	"d2d4 e7e6 c2c4 f7f5 g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 e1g1 f8d6 c1f4 e8g8 d1c2 b7b6 b1c3 c8b7 a1c1 b8a6 c4d5 a6b4 c2b3 b4d5 f3g5 d8e7 f4d6 e7d6 e2e4 f5e4 c3e4 f6e4 g5e4 d6e7 f1e1 a8d8 f2f4 e7b4 e4g5"
"306334"	"SWE-ch Seniors"	"Linkoping"	"2001.??.??"	"3"	"Gustafsson, Gothe"	"Nystrom, Ragnar"	"1/2-1/2"	NA	2154	NA	NA	NA	NA	"d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5h4 b7b6 c4d5 e6d5 f1e2 c8a6 e1g1 a6e2 d1e2 f8e8 a1c1 c7c6 f1d1 b8d7 a2a3 d8c8 h4g3 c8b7 f3h4 g7g6 e2c2 g8h7 h4f3 a7a6 f3e5 h7g7 e3e4 d5e4 c3e4 c6c5 e4f6 d7f6 d4c5 e7c5 b2b4 c5f8 c2b2 g7g8 e5g6 f8g7 b2b3 a8c8 h2h3 f6h5 g6h4 h5g3 b3g3 b7e4 g3g4 c8c1 d1c1 e4g4 h3g4"
"970130"	"Oberliga Ost-A 0304"	"Germany"	"2004.04.24"	"10.5"	"Paschke, Mario"	"Wanzek, Daniel"	"1/2-1/2"	2154	2160	NA	NA	NA	NA	"d2d4 d7d5 g1f3 b8c6 c1f4 c8g4 e2e3 e7e6 c2c4"
"1758845"	"Cap d'Agde op"	"Cap d'Agde"	"2006.10.28"	"4"	"Roch, Pedreno"	"Moulie, Patrick"	"0-1"	1550	1680	NA	NA	NA	NA	"e2e4 a7a6 d2d4 b7b5 f1d3 c8b7 d4d5 e7e6 d5e6 d7e6 g1f3 c7c5 b1d2 c5c4 d3e2 b8c6 a2a4 d8c7 a4b5 a6b5 a1a8 b7a8 d2f1 f8c5 f1g3 c7b6 e1g1 g8e7 c1d2 e8g8 d1c1 f8d8 d2f4 e7g6 f4d2 c6d4 f3d4 c5d4 c2c3 d4c5 e2h5 g6e5 h5e2 a8c6 d2f4 e5d3 e2d3 d8d3 c1c2 f7f6 f1e1 e6e5 f4c1 g7g6 c2e2 h7h5 h2h4 d3g3 c1e3 c5e3 f2e3 g3g4 e1f1 c6e4 f1f2 b6c6 e2d2 e4d3 d2e1 f6f5 f2d2 c6e4 g2g3 f5f4"
"385366"	"CAN-ch op"	"Sackville"	"2001.07.09"	"4"	"Angers, Gilles"	"Tassone, Adam"	"0-1"	2041	1678	NA	NA	NA	NA	"e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 a7a6 f1c4 b7b5 c4b3 b8c6 g1f3 e7e6 e1g1 g8e7 c1g5 c8b7 a2a3 d8c7 a1c1 e7g6 d1d2 h7h6 g5e3 f8e7 f1d1 a8d8 f3d4 e8g8 c3d5 e6d5 e4d5 g8h8 d5c6 d7c6 d2c2 c6c5 d4f5 d8d1 c1d1 c5c4 b3a2 f8d8 a2b1 b7e4 c2c1 d8d1 c1d1 e4b1 d1b1 e7f6 h2h3 c7d7 b1c2 d7d5 e3d2 g6e5 d2c3"
"1752561"	"SWE-chT 0607"	"Sweden"	"2007.01.20"	"6"	"Friberg, Hans"	"Norberg, Erik"	"1-0"	2256	2262	NA	NA	NA	NA	"g1f3 g7g6 c2c4 f8g7 d2d4 d7d6 e2e4 e7e5 b1c3 b8c6 c1g5 f7f6 g5e3 g8h6 d4e5 d6e5 d1d8 c6d8 c3d5 d8e6 e3h6 g7h6 d5f6 e8f8 f6g4 h6g7 g4e5 e6d4 f3d4 g7e5 e1c1 f8e7 f1e2 h8d8 d4f3 e5f4 c1c2 c8g4 g2g3 f4h6 d1d8 a8d8 h1d1 d8f8 d1d3 g4e6 b2b3 g6g5 c2d1 g5g4 f3d4 f8f2 d4e6 e7e6 d3d5 f2h2 e2g4 e6f6 e4e5 f6g6 e5e6 h6f8 d5f5 f8d6 c4c5 h2h1 d1d2 d6e7 f5f7 e7c5 g4f5 g6g5 f5e4 c5b4 d2e2 h1h6 e4d5 c7c6 d5c4 b7b5 e6e7 b4e7 f7e7 b5c4 b3c4 h6h2 e2e3 h2a2 e7h7 a2a3 e3d4 g5f5 d4c5 a7a5 c5c6 a3g3 h7h5 f5e6 h5a5 g3g1 a5d5 g1a1 d5d2 a1a6 c6c7 a6a7 c7b6 a7a1 c4c5 a1a3 c5c6 a3b3 b6a7 b3a3 a7b8 a3b3 b8c8 e6e7 c6c7 b3b1 d2e2 e7f7 e2e5 f7f6 e5e4 f6f7 c8d7 b1d1 d7c6 d1c1 c6d6 f7f8 e4e5"
"1922452"	"Usti nad Labem op U10/12"	"Usti nad Labem"	"2007.06.27"	"7"	"Musil, Jiri"	"Suchomel, Ales"	"1/2-1/2"	1550	1596	NA	NA	NA	NA	"e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 f2f3 f8g7 c1e3 e8g8 d1d2 b8c6 e1c1 c8d7 g2g4 a7a6 h2h4 h7h5 g4g5 f6e8 f3f4 e7e6 f1h3 d8a5 h1f1 c6d4 e3d4 e6e5 d4b6 a5b6 h3d7 a8d8 d7a4 e5f4 f1f4 g7e5 f4f1 b6b4 a4b3 e5c3 d2c3 b4e4 d1d4 e4e5 c3d3 g8g7 d4e4 e5c5 e4e7 d6d5 e7b7 e8d6 b7e7 d6f5 e7e5 a6a5 e5d5 d8d5 d3d5 c5d5 b3d5 f5e3 f1d1 e3d1 c1d1 f7f5 d1e2 f8d8 c2c4 g7f8 e2f3"
"1609322"	"Salsomaggiore Terme op"	"Salsomaggiore Terme"	"2006.05.14"	"5"	"Vezzosi, Paolo"	"Ranola, Yves"	"0-1"	2362	2432	NA	NA	NA	NA	"c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 e1g1 f8e7 a1b1 e8g8 d2d3 f8e8 a2a3 e7f8 b2b4 a7a5 b4b5 c6d4 e2e3 d4f3 g2f3 c8h3 f3b7 h3f1 g1f1 a8b8 b7e4 d8d7 c1b2 e8d8 d1f3 g7g6 g3g4 d7e6 f1g2 d8d6 g2h1 f8g7 b1g1 b8d8 g4g5 e6b3 g1b1 h7h6 h2h4 h6g5 h4g5 b6a4 f3d1 b3d1 c3d1 d6d3 e4d3 d8d3 b1c1 d3b3 b2c3 b3b5 h1g2 g7f8 c3e1 f8d6 g2f3 e5e4 f3g4 a4c5 d1c3 b5b2 c1d1 g8f8 f2f4 e4f3 g4f3 b2b3 a3a4 c5e6 c3e4 d6f4 e1f2 f4g5 d1d5 g5e7 d5a5 f7f5 e4d2 e6g5 f3e2 b3b2 a5d5 g5e4 f2e1"
"838797"	"EU-ch (Women) 4th"	"Istanbul"	"2003.06.11"	"8"	"Gvetadze, Sofio"	"Mamedjarova, Turkan"	"1-0"	2320	2222	NA	NA	NA	NA	"e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 d7d6 b2b4 c5b6 d2d3 h7h6 a2a4 a7a6 d1b3 e8g8 b1d2 f6h5 c1b2 d8f6 b4b5 a6b5 a4b5 a8a1 b2a1 c6e7 d3d4 g7g5 b3b2 e7g6 f1e1 h5f4 c4f1 f4e6 d2c4 h6h5 c4b6 c7b6 f3d2 g5g4 d2c4 e6g5 b2c2 g6f4 g1h1 f6g6 d4e5 g5e4 c4d6 f7f5 d6c8 f8c8 e1d1 g6e6 c3c4 h5h4 a1d4 g8h7 f2f3 g4f3 g2f3 e4c5 c2d2 f4g6 d4c5 b6c5 f3f4 c8c7 d2d8 c7g7 d8d2 e6e7 d2f2 b7b6 f1g2 e7e6 g2d5 e6e7 d1g1 g6f8 g1g5 g7g5 f2h4 h7g6 f4g5 e7g7 h4f4 g7a7 h2h4 a7a1 h1h2 a1b2 d5g2 f8d7 e5e6 d7e5 h4h5 g6h5 e6e7 e5g4 f4g4 h5g4 e7e8Q g4g5 e8g8 g5h6 g8e6 h6g5 e6e7 g5g6 e7d6 g6g5 d6d8 g5g6 d8b6 g6g5 b6c5 b2h8 h2g1 h8a1 g2f1"
"1197012"	"GER-chT North U16"	"Syke"	"2004.09.18"	"5.1"	"Harder, Clemens"	"Cammann, Tim"	"0-1"	1794	1640	NA	NA	NA	NA	"e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 d2d4 d7d6 g1f3 b8c6 e5d6 c7d6 b1c3 e7e6 f1e2 f8e7 e1g1 e8g8 c1f4 g7g5 f4g3 g5g4 f3e1 f7f5 f2f3 h7h5 g3f2 e7f6 b2b3 e6e5 e1c2 d8e7 a1c1 f6g5 c1b1 g5f6 d4e5 f6e5 c3d5 b6d5 c4d5 c6d8 c2e3 f5f4 e3g4 h5g4 f3g4 d8f7 d1c2 g8g7 h2h4 f7h6 h4h5 e7g5 f2h4 e5d4 h4f2 d4f2 f1f2 c8g4 c2c7 f8f7 c7d6 g4e2 f2e2 f4f3 e2c2 a8d8 d6c5 g5h5 c5a7 d8d5 g2f3 h5f3 c2f2 d5g5"
