"Event"	"Site"	"Date"	"Round"	"White"	"Black"	"Result"	"WhiteElo"	"BlackElo"	"WhiteTitle"	"BlackTitle"	"WhiteFideId"	"BlackFideId"	"Movetext"
"1201713"	"Warsaw-ch"	"Warsaw"	"2004.09.25"	"8"	"Slaby, Jerzy"	"Zimolzak, Piotr"	"1-0"	2391	2119	NA	NA	NA	NA	"g1f3 c7c5 e2e4 b8c6 f1b5 e7e6 e1g1 g8e7 c2c3 a7a6 b5a4 b7b5 a4c2 d7d5 e4e5 e7g6 d2d4 f8e7 f1e1 e8g8 b1d2 d8c7 h2h4 f7f6 h4h5 g6f4 g2g3 f4h5 f3g5 f6g5 d1h5 g7g6 c2g6 e7d8 g6c2 c5d4 d2f3 c7f7 h5f7 f8f7 f3g5 f7g7 g5f3 d4c3 b2c3 d8a5 c1d2 d5d4 c3c4 a5d2 f3d2 c6b4 c2e4 c8b7 a2a3 b7e4 a3b4 e4c2 c4b5 g7b7 a1a6 a8e8 a6d6 b7b5 d6d4 e8b8 d2e4 b5b4 e4f6 g8g7 d4d7 g7g6 g1g2 h7h5 d7d6 c2f5 e1e3 b4b2 f6d5 g6f7 d6d7 f7g6 d5e7 g6g5 e7f5 g5f5 d7f7 f5g5 f7f6 b8b6 g2h3 h5h4 f2f4"
"583364"	"GER-ch U10"	"Winterberg"	"2002.05.20"	"5"	"Frey, Alisa"	"Jebtchouk, Dimitrij"	"1-0"	920	NA	NA	NA	NA	NA	"e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d3 e4f6 c1g5 h7h6 g5f6 d8f6 b1c3 b8c6 d1e2 f8e7 c3d5 f6e6 d5c7 e8d7 c7e6 f7e6 e1c1 d7c7 d3d4 c6b4 e2c4 b4c6 d4d5 e6d5 c4d5 c8g4 h2h3 g4h5 d5h5"
"630505"	"Vlissingen HZ op 06th"	"Vlissingen"	"2002.08.08"	"6"	"Jongsma, Daan"	"Volke, Karsten"	"0-1"	2233	2450	NA	NA	NA	NA	"e2e4 g8f6 b1c3 d7d5 e4d5 f6d5 f1c4 d5b6 c4b3 b8c6 g1f3 g7g6 e1g1 f8g7 a2a3 e8g8 h2h3 e7e6 d2d3 h7h6 c1f4 a7a6 d1d2 g6g5 f4h2 b6d5 a1e1 d5c3 b2c3 a6a5 f3e5 c6e5 h2e5 a5a4 b3c4 a8a5 f2f4 c8d7 e5g7 g8g7 e1e5 a5e5 f4e5 b7b5 c4a2 f7f5 c3c4 d8e7 d2c3 b5c4 a2c4 f8b8 g1h2 d7c6 d3d4 c6e4 c3a5 e7d7 c4e6 d7c6 e6f5 e4g2 f1f2 g2d5 f2f1 b8f8 a5e1 c6c4 c2c3 c4a2 f1f2 a2a3 f5g4 f8f2 e1f2 a3f8 f2e1 a4a3 e5e6 f8f4 h2g1 f4e4"
"1230127"	"ESP-ch Seniors"	"Mallorca"	"2004.10.13"	"2"	"Sarto Ramos, Angel"	"Avetisyan, Ashot"	"0-1"	2090	NA	NA	NA	NA	NA	"d2d4 d7d5 g1f3 g8f6 c1f4 c7c6 e2e3 d8b6 b2b3 c8f5 f1d3 f5d3 d1d3 e7e6 e1g1 c6c5 b1c3 c5d4 f3d4 b8c6 c3a4 b6d8 d4c6 b7c6 c2c4 f8e7 c4d5 c6d5 a1c1 e8g8 d3a6 e7a3 c1c6 h7h6 a4c3 a3b4 c3b5 d8a5 a6a5 b4a5 f1c1 a5b6 f4d6 f8d8 a2a4 f6e4 d6c7 b6c7 c6c7 a7a6 b5a7 d8b8 c7c8 b8c8 c1c8 a8c8 a7c8 e4c5 g1f1 c5b3 f1e2 b3c5 c8b6 g8f8 e2d2 f8e7 d2c3 a6a5 c3d4 c5b7 e3e4 d5e4 d4e4 b7d6 e4d4 e6e5"
"101962"	"VIE-chT (Women)"	"Vung Tau"	"2000.??.??"	"9"	"Nguyen, Ngan Binh"	"Luong, Phuong Hanh"	"1-0"	NA	NA	NA	NA	NA	NA	"e2e4 c7c5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 g1e2 d7d6 d2d3 e7e6 c1e3 g8e7 d3d4 c5d4 e2d4 a7a6 d1d2 c6e5 b2b3 e5g4 e3g5 d8b6 e1c1 c8d7 h2h3 g4e5 g5e3 b6c7 f2f4 e5c6 d4c6 e7c6 c3a4 a8c8 a4b6 c6b4 c2c4 g7c3 d2d6 c7d6 d1d6 c8c7 a2a3 b4c6 h1d1 d7c8 e4e5 e8g8 g2c6 c7c6 d6c6 b7c6 e3c5 c3a5 c5f8 a5b6 f8e7 g8g7 c4c5"
"1122450"	"ESP-ch U10"	"Mondariz"	"2004.06.20"	"1"	"Meneses Gonzalez, Kevin Moises"	"Antolin Concha, Diego"	"1-0"	NA	NA	NA	NA	NA	NA	"e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 b7b5 a4b3 f8c5 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6 b1c3 h7h6 c1e3 d7d6 d4d5 b6e3 f2e3 c6e5 f3e5 d6e5 d1e1 d8d6 a1c1 f8d8 e1f2 d6e7 b3c2 c8b7 c3e2 f6d7 e2g3 e7f6 f2e2 f6b6 g3f5 d7f6 e2f2 d8f8 f2g3 g7g6 f5h6 g8g7 g3e5 g7h6 e5f6 b6e3 g1h1 e3g5 f6g5 h6g5 f1f3 g5h6 c2b3 a8c8 h2h3 h6g7 f3c3 f8e8 c3c7 c8c7 c1c7 b7c8 d5d6 g7h6 d6d7 c8d7 c7d7 e8e4 d7f7 h6g5 g2g3 e4e3 h1g2 e3e2 f7f2 e2e4 h3h4 g5g4 b3d1"
"39630"	"Asturias-ch U18 Absoluto"	"Gijon"	"1999.??.??"	"4"	"Alonso Alvarez, Aitor"	"Fernandez Baniago, Francisco Javier"	"1-0"	NA	NA	NA	NA	NA	NA	"e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 b7b5 a4b3 f8c5 f1e1 e8g8 c2c3 d7d6 h2h3 h7h6 d2d3 c6e7 b1d2 e7g6 d2f1 c8e6 b3c2 d8c8 f1g3 e6h3 g2h3 c8h3 d3d4 e5d4 c3d4 c5b4 e1e2 f8e8 d1f1 h3g4 f1g2 g6f4 c1f4 g4f4 e4e5 d6e5 d4e5"
"184626"	"Sueder Sommer op 11th"	"Recklinghausen"	"2000.07.30"	"9"	"Fridman, Rafael"	"Genkin, Michael"	"0-1"	2351	2255	NA	NA	NA	NA	"g1f3 d7d5 d2d4 g8f6 e2e3 e7e6 b2b3 f8e7 c1b2 e8g8 f1d3 c7c5 e1g1 b7b6 c2c4 d5c4 b3c4 c5d4 e3d4 c8b7 b1d2 b8c6 d1e2 a8c8 a1c1 d8d6 f1d1 f8d8 d2e4 d6f4 g2g3 f4g4 d4d5 e6d5 e4f6 e7f6 b2f6 g7f6 c4d5 d8d5 c1c4 g4e6 e2f1 c6e5 f3e5 d5e5 f2f4 e5c5 d1e1 e6d5 c4e4 c5c3 e1e3 c3d3"
"290001"	"HUN-chT2 0102"	"Hungary"	"2002.03.24"	"9"	"Gemesi, Janos"	"Mullner, Imre"	"0-1"	2056	2293	NA	NA	NA	NA	"e2e4 e7e6 d2d4 d7d5 e4d5 e6d5 c1f4 f8d6 f4g3 g8f6 f1d3 e8g8 g1e2 b8c6 c2c3 c6e7 d1c2 e7g6 e1g1 f8e8 b1d2 f6h5 g3d6 d8d6 a1e1 c8g4 e2g3 h5f4 e1e3 f4d3 c2d3 g6f4 d3b5 c7c6 e3e8 a8e8 b5b7 h7h5 f2f3 g4c8 b7b3 h5h4 g3h1 d6g6 g2g4 c8g4"
"1596632"	"RUS-chT (Women) 7th"	"Sochi"	"2006.04.28"	"9"	"Sharevich, Anna"	"Deriabina, Svetlana"	"1/2-1/2"	2281	2101	NA	NA	NA	NA	"d2d4 d7d5 g1f3 g8f6 c2c4 d5c4 e2e3 e7e6 f1c4 a7a6 e1g1 b7b5 c4b3 c8b7 d1e2 c7c5 b1c3 b8d7 f1d1 f8e7 d4d5 e6d5 c3d5 e8g8 d5f4 d8c7 b3c2 f6e4 f3d2 d7f6 d2e4 b7e4 c2e4 f6e4 f4d5 c7b7 f2f3 e4f6 e3e4 f6d5 d1d5 f8d8 c1f4 e7f6 d5d8 a8d8 e4e5 f6e7 e5e6 b7d5 e6f7 d5f7 f4e5 e7f6 f3f4 d8e8 b2b3 f6e5 f4e5 f7d5 a1e1 d5d4 g1h1 e8e6 e2f3 h7h6 f3f5 d4d5 h2h3 a6a5 h3h4 c5c4 b3c4 d5c4 e1d1 c4h4 h1g1 e6e8 e5e6 e8f8 f5c5 h4c4 c5e3 f8e8 e6e7 c4a2 d1d8 a2b1 g1h2 b1g6 e3f3 g8h7 d8e8 g6e8 f3f8 e8h5 h2g3 h5g5 g3f3 g5d5 f3e3 d5e5 e3f2 e5d4 f2e2 d4e4 e2f2 e4d4 f2f3 d4d5 f3e3 d5e5 e3d2 e5d4 d2e2 d4e4 e2f1 e4d3 f1g1 d3e3 g1h2 e3e5 g2g3 e5e2 h2h3 e2h5 h3g2 h5e2 g2g1 e2e1 g1h2 e1e2 h2h3"
